title,japanese_title,english_title,type,episodes,status,aired,premiered,broadcast,source,duration,rating,score,ranked,popularity,members,favorites,image_url
Lupin III vs. Meitantei Conan,ルパン三世 vs 名探偵コナン,Lupin III vs. Detective Conan,TV Special,1,Finished Airing,"Mar 27, 2009",,,Manga,1 hr. 44 min.,PG-13 - Teens 13 or older,7.75,#1160,#3868,"37,441",43,https://cdn.myanimelist.net/r/50x70/images/anime/1849/134190.jpg?s=731f7b66abd823cce44550225bbe61d2
Lucky☆Star,らき☆すた,Lucky☆Star,TV,24,Finished Airing,"Apr 8, 2007 to Sep 17, 2007",Spring 2007,Mondays at 00:00 (JST),4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,7.75,#1159,#332,"669,308","12,696",https://cdn.myanimelist.net/r/50x70/images/anime/1561/115660.jpg?s=79acc51ecc77b35fe5f61096dec935c3
Liang Bu Yi,两不疑,No Doubt In Us,ONA,24,Finished Airing,"Apr 30, 2021 to Nov 10, 2021",,,Web manga,14 min. per ep.,PG-13 - Teens 13 or older,7.75,#1158,#6228,"12,035",121,https://cdn.myanimelist.net/r/50x70/images/anime/1040/113645.jpg?s=2219fe1179650ef600c300e1c6fb7919
Kuroko no Basket: Last Game NG-shuu,黒子のバスケ LAST GAME NG集,,Special,1,Finished Airing,"Sep 27, 2017",,,Manga,2 min.,PG-13 - Teens 13 or older,7.75,#1157,#3951,"35,662",41,https://cdn.myanimelist.net/r/50x70/images/anime/9/86001.jpg?s=19fb841af4624e5b5b55b140e648b05a
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,劇場版「黒子のバスケ」ウインターカップ総集編～影と光～,Winter Cup Highlights Episode 1 – Winter Cup Highlights -Shadow and Light-,Movie,1,Finished Airing,"Sep 3, 2016",,,Manga,1 hr. 27 min.,PG-13 - Teens 13 or older,7.75,#1156,#3522,"44,679",36,https://cdn.myanimelist.net/r/50x70/images/anime/5/82691.jpg?s=960e35aa3c187fa8ac149c6da26c2999
Kumichou Musume to Sewagakari,組長娘と世話係,The Yakuza's Guide to Babysitting,TV,12,Finished Airing,"Jul 7, 2022 to Sep 22, 2022",Summer 2022,Thursdays at 22:30 (JST),Web manga,23 min. per ep.,PG-13 - Teens 13 or older,7.75,#1155,#1074,"240,298","1,151",https://cdn.myanimelist.net/r/50x70/images/anime/1454/122063.jpg?s=bc3dd76ce004a72eec5e2f941c6f078e
Kubikiri Cycle: Aoiro Savant to Zaregotozukai,クビキリサイクル 青色サヴァンと戯言遣い,The Kubikiri Cycle,OVA,8,Finished Airing,"Oct 26, 2016 to Sep 27, 2017",,,Light novel,29 min. per ep.,R - 17+ (violence & profanity),7.75,#1154,#2088,"108,728",887,https://cdn.myanimelist.net/r/50x70/images/anime/12/81588.jpg?s=b69a9f8a7d52a866e0c0d4df67162601
Kidou Senshi Gundam III: Meguriai Sora-hen,機動戦士ガンダムⅢ　めぐりあい宇宙編,Mobile Suit Gundam III: Encounters in Space,Movie,1,Finished Airing,"Mar 13, 1982",,,,2 hr. 20 min.,PG-13 - Teens 13 or older,7.75,#1153,#3865,"37,500",163,https://cdn.myanimelist.net/r/50x70/images/anime/5/75774.jpg?s=bbce96b186b7520c4b09ed5d3afa2f7e
High Score Girl,ハイスコアガール,Hi Score Girl,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018",Summer 2018,Saturdays at 00:30 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.75,#1152,#961,"267,982","2,913",https://cdn.myanimelist.net/r/50x70/images/anime/1668/91345.jpg?s=e646fb5e76776ccd9b30917209dcfc0f
Gakuen Babysitters Special,学園ベビーシッターズ,School Babysitters Episode 13,Special,1,Finished Airing,"Sep 26, 2018",,,Manga,27 min.,PG-13 - Teens 13 or older,7.75,#1151,#3459,"46,130",53,https://cdn.myanimelist.net/r/50x70/images/anime/1925/100826.jpg?s=f926e08099169e9ef08888c2edbaf4ff
Gakkou no Kaidan,学校の怪談,Ghost Stories,TV,19,Finished Airing,"Oct 22, 2000 to Mar 25, 2001",Fall 2000,Saturdays at 19:30 (JST),,24 min. per ep.,PG-13 - Teens 13 or older,7.75,#1150,#1119,"231,446","2,268",https://cdn.myanimelist.net/r/50x70/images/anime/1414/112029.jpg?s=c26eea429aa69fe0679c626719e88d34
Aria the Crepuscolo,ARIA The CREPUSCOLO,,Movie,1,Finished Airing,"Mar 5, 2021",,,Manga,1 hr.,PG-13 - Teens 13 or older,7.76,#1134,#5911,"13,827",40,https://cdn.myanimelist.net/r/50x70/images/anime/1934/111002.jpg?s=34835602e8b8ea01c685d7cc1d328757
Ao no Exorcist: Yosuga-hen,青の祓魔師 終夜篇,Blue Exorcist: The Blue Night Saga,TV,12,Currently Airing,"Jan 5, 2025 to ?",Winter 2025,Sundays at 00:30 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.76,#1133,#3572,"43,530",73,https://cdn.myanimelist.net/r/50x70/images/anime/1390/147040.jpg?s=494845a1b479b308be76380f34d67c9f
Akagami no Shirayuki-hime,赤髪の白雪姫,Snow White with the Red Hair,TV,12,Finished Airing,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,Tuesdays at 00:00 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.76,#1132,#306,"703,766","8,010",https://cdn.myanimelist.net/r/50x70/images/anime/10/75764.jpg?s=915348b673918c0e63fcf84678b9e5d5
Zan Sayonara Zetsubou Sensei Bangaichi,懺さよなら絶望先生 番外地,,OVA,2,Finished Airing,"Nov 17, 2009 to Feb 17, 2010",,,Manga,26 min. per ep.,R - 17+ (violence & profanity),7.76,#1131,#3662,"41,601",35,https://cdn.myanimelist.net/r/50x70/images/anime/9/17699.jpg?s=f6a0a2a2faa692271aa92257ed09f28c
Wu Dong Qian Kun 5th Season,武动乾坤 第五季,Martial Universe 5th Season,ONA,12,Finished Airing,"Jan 1, 2025 to Jan 16, 2025",,,,22 min. per ep.,PG-13 - Teens 13 or older,7.76,#1130,#14391,946,4,https://cdn.myanimelist.net/r/50x70/images/anime/1315/146994.jpg?s=14155b28cb2abddd338465006d4de4e2
Undead Unluck,アンデッドアンラック,,TV,24,Finished Airing,"Oct 7, 2023 to Mar 23, 2024",Fall 2023,Saturdays at 01:23 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),7.76,#1129,#861,"303,001","1,719",https://cdn.myanimelist.net/r/50x70/images/anime/1136/138410.jpg?s=c375e4dceed43f14a115db2355b70cd6
Tonikaku Kawaii: Joshikou-hen,トニカクカワイイ 女子高編,TONIKAWA: Over The Moon For You - High School Days,ONA,4,Finished Airing,"Jul 12, 2023 to Aug 23, 2023",,,Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.76,#1128,#2863,"65,487",169,https://cdn.myanimelist.net/r/50x70/images/anime/1922/136453.jpg?s=ee2f7ef9ad66b70d3eda9365677fac23
Tianbao Fuyao Lu 2nd Season,天宝伏妖录,Legend of Exorcism,ONA,13,Finished Airing,"Apr 25, 2021 to Aug 1, 2021",,,,20 min. per ep.,PG-13 - Teens 13 or older,7.76,#1127,#9203,"4,527",42,https://cdn.myanimelist.net/r/50x70/images/anime/1346/113757.jpg?s=eb09990cd93d16540a32324eea03b56c
Texhnolyze,TEXHNOLYZE,Texhnolyze,TV,22,Finished Airing,"Apr 17, 2003 to Sep 25, 2003",Spring 2003,Thursdays at 03:28 (JST),,23 min. per ep.,R+ - Mild Nudity,7.76,#1126,#975,"265,459","5,283",https://cdn.myanimelist.net/r/50x70/images/anime/1027/131977.jpg?s=e22ef9f120dc3faabc095b070570697f
Tentai Senshi Sunred,天体戦士サンレッド,,TV,26,Finished Airing,"Oct 3, 2008 to Mar 28, 2009",Fall 2008,Unknown,Manga,13 min. per ep.,PG-13 - Teens 13 or older,7.76,#1125,#4850,"22,828",202,https://cdn.myanimelist.net/r/50x70/images/anime/11/11740.jpg?s=0f7422f2c6ffa40d4532dab519473035
Saint Seiya: Meiou Hades Meikai-hen,聖闘士星矢 冥王ハーデス冥界編,Saint Seiya: The Hades Chapter - Inferno,OVA,12,Finished Airing,"Dec 17, 2005 to Feb 6, 2007",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.76,#1124,#3208,"52,569",173,https://cdn.myanimelist.net/r/50x70/images/anime/12/75732.jpg?s=11096f7f1814c691de15fe282c378f67
Saint Seiya,聖闘士星矢(セイントセイヤ),Saint Seiya: Knights of the Zodiac,TV,114,Finished Airing,"Oct 11, 1986 to Apr 1, 1989",Fall 1986,Saturdays at 19:00 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.76,#1123,#1305,"194,988","4,161",https://cdn.myanimelist.net/r/50x70/images/anime/1180/133782.jpg?s=5bceeffb3e1af1197a0aa1b79208dfca
Saenai Heroine no Sodatekata ♭,冴えない彼女〈ヒロイン〉の育てかた♭,Saekano: How to Raise a Boring Girlfriend .flat,TV,11,Finished Airing,"Apr 14, 2017 to Jun 23, 2017",Spring 2017,Fridays at 00:55 (JST),Light novel,22 min. per ep.,PG-13 - Teens 13 or older,7.76,#1122,#655,"382,382","1,746",https://cdn.myanimelist.net/r/50x70/images/anime/2/84797.jpg?s=b7b1a9dcf8a06cb4eceee74ef1e89038
Meitantei Conan Movie 24: Hiiro no Dangan,名探偵コナン 緋色の弾丸,Detective Conan Movie 24: The Scarlet Bullet,Movie,1,Finished Airing,"Apr 16, 2021",,,Manga,1 hr. 50 min.,PG-13 - Teens 13 or older,7.76,#1121,#4800,"23,331",95,https://cdn.myanimelist.net/r/50x70/images/anime/1306/112616.jpg?s=179c6e6c5c6b8f69f1be7fd212c02506
Mahoutsukai no Yome Season 2,魔法使いの嫁 SEASON2,The Ancient Magus' Bride Season 2,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 22:00 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.76,#1120,#1286,"197,845","1,063",https://cdn.myanimelist.net/r/50x70/images/anime/1532/135155.jpg?s=410127f148834fd47737529171761377
Lupin the Third: Mine Fujiko to Iu Onna,LUPIN the Third ～峰不二子という女～,Lupin the Third: The Woman Called Fujiko Mine,TV,13,Finished Airing,"Apr 5, 2012 to Jun 28, 2012",Spring 2012,Thursdays at 01:29 (JST),Manga,22 min. per ep.,R+ - Mild Nudity,7.76,#1119,#2842,"66,436",501,https://cdn.myanimelist.net/r/50x70/images/anime/1482/133813.jpg?s=a4bdc02c1c8e66261b67f6f7fa70cb53
Love Live! School Idol Project 2nd Season,ラブライブ! School idol project 2期,Love Live! School Idol Project 2,TV,13,Finished Airing,"Apr 6, 2014 to Jun 29, 2014",Spring 2014,Sundays at 22:30 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.76,#1118,#978,"264,780","2,755",https://cdn.myanimelist.net/r/50x70/images/anime/10/59101.jpg?s=6abf3ecdd2f989c56aa33c99ae9a96aa
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,劇場版「黒子のバスケ」ウインターカップ総集編～涙の先へ～,Winter Cup Highlights Episode 2 – Winter Cup Highlights -Beyond the Tears-,Movie,1,Finished Airing,"Oct 8, 2016",,,Manga,1 hr. 27 min.,PG-13 - Teens 13 or older,7.76,#1117,#3739,"40,045",31,https://cdn.myanimelist.net/r/50x70/images/anime/6/80728.jpg?s=36b5f6b43d188dabc2a14c3db1ac6557
Kidou Senshi Gundam,機動戦士ガンダム,Mobile Suit Gundam,TV,43,Finished Airing,"Apr 7, 1979 to Jan 26, 1980",Spring 1979,Saturdays at 17:30 (JST),,24 min. per ep.,PG-13 - Teens 13 or older,7.76,#1116,#1723,"140,094","2,350",https://cdn.myanimelist.net/r/50x70/images/anime/5/88524.jpg?s=e7817963df4c704a9b47862e01fd3c8a
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),劇場版 空の境界 the Garden of sinners 第二章『殺人考察（前）』,The Garden of Sinners Chapter 2: A Study in Murder - Part 1,Movie,1,Finished Airing,"Dec 29, 2007",,,Light novel,1 hr.,R - 17+ (violence & profanity),7.76,#1115,#1037,"247,475",470,https://cdn.myanimelist.net/r/50x70/images/anime/3/21737.jpg?s=2ef49efcf894a319ca9c8ca95d0c17fe
Saiyuuki Gaiden,最遊記外伝,,OVA,3,Finished Airing,"Mar 25, 2011 to Nov 25, 2011",,,Manga,29 min. per ep.,R - 17+ (violence & profanity),7.77,#1114,#5847,"14,186",74,https://cdn.myanimelist.net/r/50x70/images/anime/5/75818.jpg?s=570801c4ce4ca48d4d43013a82ed8b98
Ranma ½,らんま1/2,Ranma ½,TV,161,Finished Airing,"Apr 15, 1989 to Sep 25, 1992",Spring 1989,Unknown,Manga,24 min. per ep.,R+ - Mild Nudity,7.77,#1113,#955,"269,434","4,458",https://cdn.myanimelist.net/r/50x70/images/anime/13/6441.jpg?s=d0ea8b1a20a3c10aab3626fa99e91597
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,ワンピース オマツリ男爵と秘密の島,One Piece: Baron Omatsuri and the Secret Island,Movie,1,Finished Airing,"Mar 5, 2005",,,Manga,1 hr. 31 min.,PG-13 - Teens 13 or older,7.77,#1112,#2025,"114,067",485,https://cdn.myanimelist.net/r/50x70/images/anime/1328/147315.jpg?s=e6ab06a7f1bf807953c814b749fdd081
Magic Kaito,まじっく快斗,,TV Special,12,Finished Airing,"Apr 17, 2010 to Dec 29, 2012",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.77,#1111,#2620,"75,857",354,https://cdn.myanimelist.net/r/50x70/images/anime/13/46095.jpg?s=fda7ed5c05d2841b8e34a643910bf177
Lupin III: Part II,新・ルパン三世,,TV,155,Finished Airing,"Oct 3, 1977 to Oct 6, 1980",Fall 1977,Mondays at 19:00 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.77,#1110,#3889,"36,836",390,https://cdn.myanimelist.net/r/50x70/images/anime/7/34035.jpg?s=fb0db08d1ae4dc94ebd1fbfb420cbf63
Kekkai Sensen & Beyond,血界戦線 & BEYOND,Blood Blockade Battlefront & Beyond,TV,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,Sundays at 03:08 (JST),Manga,24 min. per ep.,R - 17+ (violence & profanity),7.77,#1109,#529,"454,850","1,755",https://cdn.myanimelist.net/r/50x70/images/anime/3/88282.jpg?s=8e72cada2526b48e61996dce69b964af
Isekai Ojisan,異世界おじさん,Uncle from Another World,TV,13,Finished Airing,"Jul 6, 2022 to Mar 8, 2023",Summer 2022,Wednesdays at 22:00 (JST),Web manga,24 min. per ep.,PG-13 - Teens 13 or older,7.77,#1108,#645,"387,189","2,153",https://cdn.myanimelist.net/r/50x70/images/anime/1743/125204.jpg?s=0091909beae50163e9e9530e0f825b55
Hoozuki no Reitetsu,鬼灯の冷徹,Hozuki's Coolheadedness,TV,13,Finished Airing,"Jan 10, 2014 to Apr 4, 2014",Winter 2014,Fridays at 01:35 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.77,#1107,#1771,"135,302","1,330",https://cdn.myanimelist.net/r/50x70/images/anime/7/87177.jpg?s=2b97be8a729805b5b12336dbbfff6aa4
Gochuumon wa Usagi desu ka??,ご注文はうさぎですか??,Is the Order a Rabbit??,TV,12,Finished Airing,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 21:30 (JST),4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,7.77,#1106,#1759,"136,272",866,https://cdn.myanimelist.net/r/50x70/images/anime/8/76702.jpg?s=102fa29858469315002b8879f21b9b9d
Ginga Tetsudou 999,銀河鉄道９９９,Galaxy Express 999,TV,113,Finished Airing,"Sep 14, 1978 to Mar 26, 1981",Fall 1978,Thursdays at 19:00 (JST),Manga,24 min. per ep.,G - All Ages,7.77,#1105,#3681,"41,300",484,https://cdn.myanimelist.net/r/50x70/images/anime/1685/104554.jpg?s=188e8f83b756ccec4572abf396a9ff09
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",クラナド　アフターストーリー　もうひとつの世界　杏編,"Clannad: After Story - Another World, Kyou Chapter",Special,1,Finished Airing,"Jul 1, 2009",,,,23 min.,PG-13 - Teens 13 or older,7.77,#1104,#957,"269,147",591,https://cdn.myanimelist.net/r/50x70/images/anime/10/19621.jpg?s=15b37f077319c8290f1da40474deeccd
Beastars 2nd Season,BEASTARS 2期,,TV,12,Finished Airing,"Jan 7, 2021 to Mar 25, 2021",Winter 2021,Thursdays at 00:55 (JST),Manga,22 min. per ep.,R - 17+ (violence & profanity),7.77,#1103,#512,"465,756","2,265",https://cdn.myanimelist.net/r/50x70/images/anime/1097/109646.jpg?s=e4d97ffcb0878461957f82f039086d2d
Yuru Yuri Nachuyachumi!+,ゆるゆり なちゅやちゅみ！＋,,TV Special,2,Finished Airing,"Aug 21, 2015 to Sep 18, 2015",,,Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.77,#1102,#3073,"57,298",82,https://cdn.myanimelist.net/r/50x70/images/anime/2/75992.jpg?s=338bafa2bb150b27306cdb452802f831
Yoru no Kurage wa Oyogenai,夜のクラゲは泳げない,Jellyfish Can't Swim in the Night,TV,12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 01:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.77,#1101,#1991,"116,168",879,https://cdn.myanimelist.net/r/50x70/images/anime/1834/141827.jpg?s=f88905a96ac60bc201f8f07c4bea1666
Heike Monogatari,平家物語,The Heike Story,TV,11,Finished Airing,"Jan 13, 2022 to Mar 24, 2022",Winter 2022,Thursdays at 01:05 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.78,#1084,#2439,"85,600",799,https://cdn.myanimelist.net/r/50x70/images/anime/1282/119979.jpg?s=ecfd1c931c64b32ad52ff8c06ce31f8a
"Haikyuu!! vs. ""Akaten""","ハイキュー!! VS""赤点""","Haikyu!!: VS ""Failing Marks""",OVA,1,Finished Airing,"May 2, 2016",,,Manga,21 min.,PG-13 - Teens 13 or older,7.78,#1083,#2227,"98,694",85,https://cdn.myanimelist.net/r/50x70/images/anime/1882/96644.jpg?s=eed1844a0795432d7524e922a76da624
Digimon Adventure,デジモンアドベンチャー,Digimon: Digital Monsters,TV,54,Finished Airing,"Mar 7, 1999 to Mar 26, 2000",Spring 1999,Sundays at 09:00 (JST),,24 min. per ep.,PG - Children,7.78,#1082,#598,"411,823","5,524",https://cdn.myanimelist.net/r/50x70/images/anime/1471/99249.jpg?s=ad3aba2137cc5ab426464cd42bec4089
Coquelicot-zaka kara,コクリコ坂から,From Up on Poppy Hill,Movie,1,Finished Airing,"Jul 16, 2011",,,Manga,1 hr. 35 min.,G - All Ages,7.78,#1081,#1197,"215,454","1,245",https://cdn.myanimelist.net/r/50x70/images/anime/8/32547.jpg?s=752a35336ad82e97046c207314b43dcc
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,コードギアス 反逆のルルーシュ R2 Special Edition Zero Requiem,Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem,OVA,1,Finished Airing,"Jul 24, 2009",,,,1 hr. 56 min.,R - 17+ (violence & profanity),7.78,#1080,#3295,"50,289",85,https://cdn.myanimelist.net/r/50x70/images/anime/7/15968.jpg?s=0010ca63438a421a0b31ddbe7bfdd2a6
Chuan Shu Zijiu Zhinan,穿书自救指南,Scumbag System,ONA,10,Finished Airing,"Sep 10, 2020 to Oct 1, 2020",,,,19 min. per ep.,R - 17+ (violence & profanity),7.78,#1079,#4988,"21,349",528,https://cdn.myanimelist.net/r/50x70/images/anime/1367/109171.jpg?s=c0e2544ebe1956116583562ab6881c1e
Inu-Ou,犬王,Inu-Oh,Movie,1,Finished Airing,"May 28, 2022",,,,1 hr. 37 min.,R - 17+ (violence & profanity),7.79,#1078,#4104,"33,243",211,https://cdn.myanimelist.net/r/50x70/images/anime/1682/121461.jpg?s=a56a06c5bfdb02ad96e6e5ca4fd1ce02
Igano Kabamaru,伊賀野カバ丸,,TV,24,Finished Airing,"Oct 20, 1983 to Mar 29, 1984",Fall 1983,Thursdays at 19:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.79,#1077,#6289,"11,783",140,https://cdn.myanimelist.net/r/50x70/images/anime/9/62909.jpg?s=66a4328a799236f725538f90b90edc06
Gochuumon wa Usagi desu ka?? Dear My Sister,ご注文はうさぎですか??～Dear My Sister～,Is the Order a Rabbit?? Dear My Sister,Movie,1,Finished Airing,"Nov 11, 2017",,,4-koma manga,1 hr.,PG-13 - Teens 13 or older,7.79,#1076,#3549,"44,127",135,https://cdn.myanimelist.net/r/50x70/images/anime/10/88182.jpg?s=9935fe2f78509a3d0b536b57d2a2cf09
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,銀河英雄伝説 Die Neue These 邂逅,Legend of the Galactic Heroes: Die Neue These,TV,12,Finished Airing,"Apr 3, 2018 to Jun 26, 2018",Spring 2018,Tuesdays at 21:00 (JST),,25 min. per ep.,R - 17+ (violence & profanity),7.79,#1075,#2364,"89,587",645,https://cdn.myanimelist.net/r/50x70/images/anime/1104/91793.jpg?s=1902f3d5ecb0e6c8a4d7051588ba73c5
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,ジャイアントロボ THE ANIMATION 地球が静止する日,Giant Robo the Animation: The Day the Earth Stood Still,OVA,7,Finished Airing,"Jul 23, 1992 to Jan 25, 1998",,,Manga,49 min. per ep.,PG-13 - Teens 13 or older,7.79,#1074,#4410,"28,379",444,https://cdn.myanimelist.net/r/50x70/images/anime/1057/131970.jpg?s=6d1b7cefd8e6ecac15e2badb1493c9c4
Emiya-san Chi no Kyou no Gohan,衛宮さんちの今日のごはん,Today's Menu for the Emiya Family,ONA,13,Finished Airing,"Jan 25, 2018 to Jan 1, 2019",,,Web manga,13 min. per ep.,PG-13 - Teens 13 or older,7.79,#1073,#1745,"137,459",760,https://cdn.myanimelist.net/r/50x70/images/anime/8/89981.jpg?s=78aa6561fd4286faaa66c01e73d77e94
Break Blade Movie 5: Shisen no Hate,ブレイク ブレイド 死線ノ涯,Broken Blade 5,Movie,1,Finished Airing,"Jan 22, 2011",,,Manga,47 min.,R - 17+ (violence & profanity),7.79,#1072,#3100,"56,522",26,https://cdn.myanimelist.net/r/50x70/images/anime/9/68087.jpg?s=a44f01ff388fead54f822f8487f6c859
Aggressive Retsuko (ONA) 3rd Season,アグレッシブ烈子第3期,Aggretsuko (ONA) 3rd Season,ONA,10,Finished Airing,"Aug 27, 2020",,,,16 min. per ep.,PG-13 - Teens 13 or older,7.79,#1071,#2297,"94,193",262,https://cdn.myanimelist.net/r/50x70/images/anime/1049/108692.jpg?s=cd24a4124c3d58091818adf5c0038f4c
Wolf's Rain,ウルフズレイン,Wolf's Rain,TV,26,Finished Airing,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,Tuesdays at 02:10 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.79,#1070,#750,"339,047","5,783",https://cdn.myanimelist.net/r/50x70/images/anime/5/59403.jpg?s=3cf741ddf8493bd1e2bfc3632a763759
Tokyo Ghoul,東京喰種-トーキョーグール-,Tokyo Ghoul,TV,12,Finished Airing,"Jul 4, 2014 to Sep 19, 2014",Summer 2014,Fridays at 00:00 (JST),Manga,24 min. per ep.,R - 17+ (violence & profanity),7.79,#1069,#10,"2,912,657","51,117",https://cdn.myanimelist.net/r/50x70/images/anime/1498/134443.jpg?s=b6b415f545ed3a21b995f78dc73acde2
The Last: Naruto the Movie,THE LAST NARUTO THE MOVIE,Naruto Shippuden the Movie 7: The Last,Movie,1,Finished Airing,"Dec 6, 2014",,,Manga,1 hr. 52 min.,PG-13 - Teens 13 or older,7.79,#1068,#362,"633,619","2,250",https://cdn.myanimelist.net/r/50x70/images/anime/1491/134498.jpg?s=5901e3c64e9aa59250cd36194ada2e31
Taishou Otome Otogibanashi,大正処女御伽話,Taisho Otome Fairy Tale,TV,12,Finished Airing,"Oct 9, 2021 to Dec 25, 2021",Fall 2021,Saturdays at 01:53 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.79,#1067,#1574,"158,167","1,200",https://cdn.myanimelist.net/r/50x70/images/anime/1662/118849.jpg?s=66a26d9a14c9a55a1ced7181a09ce4e8
Shiguang Dailiren Fanwai Pian: Biwu Zhaoqin,时光代理人 番外篇 比武招亲,Link Click Episode 5.5,ONA,1,Finished Airing,"May 28, 2021",,,,22 min.,PG-13 - Teens 13 or older,7.79,#1066,#3456,"46,203",119,https://cdn.myanimelist.net/r/50x70/images/anime/1008/118860.jpg?s=1a75a778f51c459a400efeaa9d9d1fe1
Saint☆Oniisan (Movie),聖☆おにいさん,Saint☆Young Men (Movie),Movie,1,Finished Airing,"May 10, 2013",,,Manga,1 hr. 29 min.,PG-13 - Teens 13 or older,7.79,#1065,#2223,"98,936",475,https://cdn.myanimelist.net/r/50x70/images/anime/7/48723.jpg?s=a69123f5ba6ee73bd5ced9a99e652b6e
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,のだめカンタービレ フィナーレ 峰と清良の再会,,Special,1,Finished Airing,"Apr 7, 2010",,,Manga,25 min.,PG-13 - Teens 13 or older,7.79,#1064,#3486,"45,451",35,https://cdn.myanimelist.net/r/50x70/images/anime/8/19590.jpg?s=bd83f9c69793e6967a103024fdc46892
Ni Tian Xieshen,逆天邪神,Against the Gods (2023),ONA,30,Finished Airing,"Sep 23, 2023 to Mar 30, 2024",,,,21 min. per ep.,PG-13 - Teens 13 or older,7.79,#1063,#12386,"1,675",17,https://cdn.myanimelist.net/r/50x70/images/anime/1621/136623.jpg?s=f09eaa4b6dbab329a6fab324c67f0a08
Mind Game,マインド・ゲーム,,Movie,1,Finished Airing,"Aug 7, 2004",,,Manga,1 hr. 43 min.,R - 17+ (violence & profanity),7.79,#1062,#2354,"90,303","1,178",https://cdn.myanimelist.net/r/50x70/images/anime/1861/112656.jpg?s=71e624ef23f2c7fc413e3b1ecaa0fb80
Meitantei Conan Movie 07: Meikyuu no Crossroad,名探偵コナン 迷宮の十字路(クロスロード),Detective Conan Movie 07: Crossroad in the Ancient Capital,Movie,1,Finished Airing,"Apr 19, 2003",,,Manga,1 hr. 48 min.,PG-13 - Teens 13 or older,7.79,#1061,#3158,"54,277",40,https://cdn.myanimelist.net/r/50x70/images/anime/10/20984.jpg?s=3739de34751f78b4d38c1b5d35fe69b4
Maria-sama ga Miteru 3rd,マリア様がみてる〜３rd〜,Maria Watches Over Us 3rd,OVA,5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",,,Light novel,51 min. per ep.,PG-13 - Teens 13 or older,7.79,#1060,#4762,"23,854",99,https://cdn.myanimelist.net/r/50x70/images/anime/6/75209.jpg?s=2f4535bfc501f9dcd9cb45ea7e36aec3
Magi: Sinbad no Bouken,マギ シンドバッドの冒険,,OVA,5,Finished Airing,"May 14, 2014 to Jul 15, 2015",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.79,#1059,#1720,"140,745",263,https://cdn.myanimelist.net/r/50x70/images/anime/13/60471.jpg?s=28b6e03baaad15ee0e0580ea6983d090
Lupin the IIIrd: Jigen Daisuke no Bohyou,LUPIN THE IIIRD 次元大介の墓標,Lupin the Third: Jigen's Gravestone,Movie,1,Finished Airing,"Jun 21, 2014",,,Manga,51 min.,R+ - Mild Nudity,7.79,#1058,#4222,"30,865",97,https://cdn.myanimelist.net/r/50x70/images/anime/12/69457.jpg?s=59c8a66b0997111d2e0228a139328ca2
